Wall time,Step,Value
1568310983.236128,0,0.22054314613342285
1568311002.4918683,1,0.21954503655433655
1568311019.8569148,2,0.21857194602489471
1568311036.120603,3,0.2176092118024826
1568311055.170678,4,0.2166585922241211
1568311074.3551855,5,0.21573282778263092
1568311092.4262075,6,0.2147759646177292
1568311108.520261,7,0.2138679027557373
1568311127.1100347,8,0.21291524171829224
1568311144.245423,9,0.21202735602855682
1568311197.1098034,10,0.21106940507888794
1568311217.0973866,11,0.21010448038578033
1568311235.7527666,12,0.20912772417068481
1568311254.574456,13,0.20814333856105804
1568311270.1162512,14,0.20713363587856293
1568311289.3150012,15,0.20623363554477692
1568311306.2561638,16,0.20533487200737
1568311325.4173079,17,0.20442461967468262
1568311341.023695,18,0.20359179377555847
1568311360.354724,19,0.20274952054023743
1568311406.5809054,20,0.20202066004276276
1568311423.5152857,21,0.20123890042304993
1568311440.745798,22,0.20035792887210846
1568311457.2825637,23,0.19948959350585938
1568311474.5712676,24,0.19856275618076324
1568311489.5760648,25,0.19766639173030853
1568311507.241527,26,0.19677940011024475
1568311523.0536406,27,0.1959032118320465
1568311539.6531427,28,0.1950494647026062
1568311557.0381517,29,0.1941571831703186
1568311610.9396436,30,0.1933625191450119
1568311627.9907637,31,0.192595973610878
1568311646.1716077,32,0.19178195297718048
1568311662.7811124,33,0.1908796727657318
1568311681.5090187,34,0.18995259702205658
1568311700.1130927,35,0.18903955817222595
1568311717.768682,36,0.18806101381778717
1568311736.030329,37,0.18717388808727264
1568311757.99364,38,0.18621636927127838
1568311776.9046729,39,0.18528568744659424
1568311832.4049332,40,0.184380903840065
1568311851.3762202,41,0.18347401916980743
1568311868.49425,42,0.18261641263961792
1568311887.7555802,43,0.18176661431789398
1568311904.8600435,44,0.18099083006381989
1568311921.132132,45,0.1802486628293991
1568311940.464125,46,0.1794736236333847
1568311960.9679177,47,0.17863909900188446
1568311979.075433,48,0.17784787714481354
1568311995.5283241,49,0.17693264782428741
1568312054.8989077,50,0.1760246604681015
1568312072.121254,51,0.17504361271858215
1568312089.087682,52,0.17404334247112274
1568312107.5034614,53,0.17306219041347504
1568312123.3095827,54,0.1722555309534073
1568312139.9446495,55,0.17150859534740448
1568312157.086406,56,0.17084002494812012
1568312176.9678805,57,0.17024250328540802
1568312195.250651,58,0.16967132687568665
1568312213.339017,59,0.1690334528684616
1568312267.10536,60,0.16839924454689026
1568312286.2571044,61,0.16783703863620758
1568312301.910735,62,0.1673397719860077
1568312320.0423443,63,0.16687709093093872
1568312339.144059,64,0.16629502177238464
1568312358.006477,65,0.16578984260559082
1568312376.013302,66,0.165246844291687
1568312394.0899444,67,0.16463947296142578
1568312414.1299062,68,0.16378791630268097
1568312433.0997386,69,0.1631220281124115
1568312495.3586752,70,0.16251130402088165
1568312516.0754902,71,0.16195526719093323
1568312531.3674324,72,0.16139979660511017
1568312549.976366,73,0.1608758419752121
1568312569.2761602,74,0.1605289876461029
1568312585.818358,75,0.16008053719997406
1568312604.0708537,76,0.1594996154308319
1568312624.8923852,77,0.15889506042003632
1568312643.4048996,78,0.1583479344844818
1568312664.207201,79,0.1577451229095459
1568312728.4477527,80,0.15713565051555634
1568312748.4891162,81,0.15647950768470764
1568312766.434147,82,0.1562153548002243
1568312785.80867,83,0.15570469200611115
1568312804.3693738,84,0.15551286935806274
1568312820.7114713,85,0.15524017810821533
1568312839.9284372,86,0.15488263964653015
1568312861.0277996,87,0.15426650643348694
1568312881.9080372,88,0.1537804752588272
1568312900.5242085,89,0.1533312052488327
1568312952.2890277,90,0.15303997695446014
1568312970.1478922,91,0.15278851985931396
1568312986.8360848,92,0.15255558490753174
1568313005.4509645,93,0.15243345499038696
1568313027.0040326,94,0.1526791900396347
1568313043.459685,95,0.1531967669725418
1568313065.247015,96,0.15342725813388824
1568313086.4516695,97,0.15359081327915192
1568313105.8502414,98,0.15376313030719757
1568313125.4568603,99,0.1537172645330429
1568313180.6506011,100,0.15384796261787415
1568313200.654416,101,0.15406534075737
1568313219.0786738,102,0.15411847829818726
1568313235.3094454,103,0.15441259741783142
1568313254.961877,104,0.15463227033615112
1568313274.8220131,105,0.15478543937206268
1568313293.9495409,106,0.15512904524803162
1568313313.18979,107,0.1553839147090912
1568313333.883253,108,0.1555914282798767
1568313349.6073692,109,0.15568123757839203
1568313408.8893309,110,0.15560537576675415
1568313428.5278378,111,0.155474454164505
1568313446.5084512,112,0.15521091222763062
1568313463.1962657,113,0.15504123270511627
1568313482.0803642,114,0.15491896867752075
1568313501.156641,115,0.154545858502388
1568313516.644223,116,0.1538497507572174
1568313535.6069565,117,0.15344586968421936
1568313557.352384,118,0.15300185978412628
1568313574.5929,119,0.15264734625816345
1568313631.7614045,120,0.15243279933929443
1568313652.0260284,121,0.15222474932670593
1568313672.3109567,122,0.1521264910697937
1568313691.709618,123,0.15185314416885376
1568313710.7989566,124,0.15176545083522797
1568313728.4233184,125,0.15193219482898712
1568313747.0149934,126,0.15232299268245697
1568313766.8581893,127,0.15264014899730682
1568313786.3681805,128,0.15275827050209045
1568313807.0292213,129,0.15309613943099976
1568313868.5749302,130,0.1534295529127121
1568313888.623972,131,0.1535366177558899
1568313904.2539535,132,0.1533140391111374
1568313923.6901827,133,0.1527857929468155
1568313940.4009988,134,0.1523420363664627
1568313955.5431092,135,0.15250535309314728
1568313971.42765,136,0.15242844820022583
1568313991.9792066,137,0.15250495076179504
1568314006.7942889,138,0.15280374884605408
1568314025.2720087,139,0.15311944484710693
1568314084.638058,140,0.1531786173582077
1568314100.7671285,141,0.15308451652526855
1568314121.8580391,142,0.15300291776657104
1568314142.4609966,143,0.15325197577476501
1568314161.323249,144,0.15338535606861115
1568314180.169224,145,0.15369907021522522
1568314197.2064867,146,0.15398947894573212
1568314212.2496588,147,0.1545495241880417
1568314230.3860145,148,0.15461724996566772
1568314248.2418945,149,0.15470671653747559
1568314312.8159173,150,0.1547524333000183
1568314331.4300056,151,0.15488845109939575
1568314350.7708733,152,0.15488117933273315
1568314363.126052,153,0.15462203323841095
1568314381.4128327,154,0.15434950590133667
1568314402.073091,155,0.15452933311462402
1568314421.631685,156,0.15429449081420898
1568314439.0862343,157,0.1539408415555954
1568314455.1519647,158,0.15358684957027435
1568314475.7839587,159,0.15365973114967346
1568314523.9845583,160,0.15374623239040375
1568314542.126744,161,0.1536046862602234
1568314561.6267266,162,0.15329653024673462
1568314579.3826282,163,0.15269899368286133
1568314598.740357,164,0.15215365588665009
1568314614.7086751,165,0.1518975794315338
1568314635.427302,166,0.15176045894622803
1568314652.9513245,167,0.1516527235507965
1568314673.5170248,168,0.15196143090724945
1568314693.2623222,169,0.1522551029920578
1568314752.8703914,170,0.15284763276576996
1568314771.617781,171,0.1532435417175293
1568314789.7159865,172,0.1536562740802765
1568314806.5914044,173,0.15393492579460144
1568314823.0856066,174,0.15428657829761505
1568314841.76622,175,0.15470996499061584
1568314858.0575795,176,0.15491001307964325
1568314879.8466527,177,0.15482212603092194
1568314897.8885424,178,0.15484006702899933
1568314916.5392892,179,0.15482735633850098
1568314973.4939904,180,0.15487337112426758
1568314991.4387605,181,0.15487557649612427
1568315013.6150768,182,0.15438473224639893
1568315032.7187114,183,0.15383315086364746
1568315050.594565,184,0.15328286588191986
1568315068.1850724,185,0.15279211103916168
1568315086.9506652,186,0.15257441997528076
1568315107.0634675,187,0.15240684151649475
1568315126.564906,188,0.15226635336875916
1568315146.0054672,189,0.15224921703338623
1568315208.2275536,190,0.15220822393894196
1568315226.4505084,191,0.1522742658853531
1568315243.9567664,192,0.15257859230041504
1568315264.0304067,193,0.15274207293987274
