Wall time,Step,Value
1568517680.1979682,0,0.12052487581968307
1568517695.4014952,1,0.12152673304080963
1568517714.0326285,2,0.12253466993570328
1568517733.6729717,3,0.1235513910651207
1568517750.2754579,4,0.1245763748884201
1568517769.0210176,5,0.1255996823310852
1568517787.74975,6,0.1266372799873352
1568517806.956254,7,0.1275779902935028
1568517822.8794546,8,0.1284305304288864
1568517840.0158513,9,0.12921559810638428
1568517894.2643871,10,0.12994655966758728
1568517911.843102,11,0.13076922297477722
1568517931.549085,12,0.13156478106975555
1568517950.470216,13,0.1323142647743225
1568517969.258517,14,0.13289065659046173
1568517983.1220386,15,0.13347475230693817
1568518002.921546,16,0.13385963439941406
1568518020.7207015,17,0.13447941839694977
1568518039.878069,18,0.13504646718502045
1568518056.045954,19,0.1355641633272171
1568518112.9609363,20,0.13622936606407166
1568518132.1287878,21,0.1370043009519577
1568518149.5605865,22,0.13759753108024597
1568518167.710405,23,0.13800598680973053
1568518183.9689546,24,0.13838109374046326
1568518199.393063,25,0.13889706134796143
1568518219.2851956,26,0.1395922750234604
1568518234.271522,27,0.14028164744377136
1568518251.041839,28,0.1409808248281479
1568518266.8073287,29,0.14164063334465027
1568518326.0175133,30,0.14206787943840027
1568518342.2425215,31,0.14244773983955383
1568518357.6350784,32,0.14298318326473236
1568518374.7368815,33,0.14364726841449738
1568518390.7499516,34,0.14422114193439484
1568518406.779608,35,0.14460057020187378
1568518424.420712,36,0.14512453973293304
1568518442.1429381,37,0.14550958573818207
1568518458.2958264,38,0.14529429376125336
1568518475.762077,39,0.1450403481721878
1568518530.2394402,40,0.14480645954608917
1568518549.168986,41,0.1446186900138855
1568518564.97459,42,0.14450125396251678
1568518581.9125268,43,0.14451828598976135
1568518602.2066624,44,0.14434410631656647
1568518618.304312,45,0.14409534633159637
1568518639.690081,46,0.1439899206161499
1568518657.9827502,47,0.14449924230575562
1568518674.314207,48,0.14493383467197418
1568518690.3225691,49,0.1453818380832672
1568518745.2712846,50,0.14572322368621826
1568518759.5992641,51,0.14624246954917908
1568518777.3899271,52,0.14658820629119873
1568518792.3942254,53,0.146704763174057
1568518812.3925414,54,0.14681380987167358
1568518828.993247,55,0.147124782204628
1568518847.7493997,56,0.14740602672100067
1568518866.3458364,57,0.14767801761627197
1568518884.4204936,58,0.14763793349266052
1568518897.4892428,59,0.1476370245218277
1568518944.6494205,60,0.1475214660167694
1568518964.642414,61,0.1472415179014206
1568518984.4014807,62,0.1467752754688263
1568519004.2043293,63,0.14611954987049103
1568519019.6838021,64,0.14558081328868866
1568519036.934338,65,0.14499230682849884
1568519056.9058745,66,0.1443464159965515
1568519075.2186005,67,0.14401409029960632
1568519089.8439033,68,0.14370732009410858
1568519109.8253214,69,0.14393050968647003
1568519163.2561686,70,0.14446093142032623
1568519181.4363387,71,0.14528852701187134
1568519200.3705208,72,0.146088644862175
1568519217.43615,73,0.1465313583612442
1568519237.007072,74,0.1467951089143753
1568519253.8245537,75,0.1468891054391861
1568519272.0255828,76,0.14702434837818146
1568519291.5221171,77,0.14682415127754211
1568519308.6415687,78,0.14680619537830353
1568519330.1662354,79,0.1470659375190735
1568519384.4990602,80,0.14724603295326233
1568519404.341854,81,0.1474454551935196
1568519420.7536407,82,0.1474730372428894
1568519438.5175323,83,0.14726059138774872
1568519454.9821558,84,0.14715221524238586
1568519471.5552592,85,0.1470114141702652
1568519490.1428545,86,0.14732779562473297
1568519505.1261294,87,0.14764522016048431
1568519524.3295324,88,0.14806684851646423
1568519541.1541827,89,0.14764192700386047
1568519603.6235983,90,0.14749078452587128
1568519621.0894005,91,0.14697235822677612
1568519639.9896023,92,0.1464463621377945
1568519658.0387704,93,0.14603087306022644
1568519674.454424,94,0.1456446796655655
1568519691.9686382,95,0.14506669342517853
1568519704.3113155,96,0.14459219574928284
1568519720.0508928,97,0.14449840784072876
1568519734.7415018,98,0.1445428878068924
1568519751.7708528,99,0.14481718838214874
1568519800.3176658,100,0.14504212141036987
1568519818.1029227,101,0.14549314975738525
1568519835.8883662,102,0.1460241973400116
1568519852.590756,103,0.14638975262641907
1568519873.574676,104,0.14668753743171692
1568519891.0228398,105,0.1465519517660141
1568519912.4177902,106,0.14642785489559174
1568519931.8562982,107,0.14623823761940002
1568519951.1925676,108,0.14587445557117462
1568519968.9375424,109,0.14596454799175262
